Time
13,055
13,056
13,056
13,056
13,092
13,108
13,179
13,192
13,243
13,248
13,256
13,293
13,319
13,343
13,389
13,395
13,442
13,456
13,458
13,493
13,528
13,544
13,594
13,598
13,644
13,656
13,668
13,694
13,739
13,743
13,793
13,808
13,843
13,925
13,925
13,926
13,944
13,948
13,995
14,019
14,045
14,056
14,088
14,095
14,145
14,159
14,194
14,229
14,244
14,256
14,294
14,299
14,345
14,368
14,396
14,439
14,446
14,456
14,496
14,509
14,545
14,579
14,595
14,645
14,649
14,656
14,696
14,719
14,747
14,788
14,797
14,847
14,856
14,858
14,896
14,929
14,946
14,996
14,999
15,047
15,056
15,069
15,098
15,139
15,148
15,198
15,209
15,248
15,256
15,278
15,297
15,352
15,352
15,398
15,418
15,448
15,456
15,488
15,499
15,549
15,61
15,611
15,628
15,65
15,656
15,698
15,701
15,751
15,768
15,802
15,838
15,851
15,858
15,901
15,909
15,951
15,979
16,001
16,049
16,051
16,056
16,1
16,119
16,189
16,201
16,251
16,256
16,258
16,301
16,329
16,351
16,399
16,461
16,461
16,462
16,468
16,5
16,539
16,551
16,602
16,609
16,652
16,656
16,679
16,702
16,749
16,752
16,801
16,818
16,851
16,856
16,889
16,901
16,952
16,959
17,003
17,029
17,053
17,056
17,099
17,103
17,152
17,169
17,202
17,239
17,252
17,256
17,303
17,309
17,354
17,379
17,404
17,449
17,454
17,457
17,504
17,519
17,553
17,589
17,603
17,655
17,658
17,658
17,705
17,729
17,755
17,799
17,804
17,855
17,858
17,868
17,905
17,939
17,955
18,004
18,009
18,055
18,058
18,079
18,105
18,187
18,188
18,204
18,218
18,255
18,258
18,288
18,305
18,355
18,359
18,405
18,429
18,455
18,458
18,499
18,505
18,555
18,568
18,605
18,639
18,655
18,658
18,705
18,709
18,756
18,778
18,806
18,848
18,857
18,858
18,905
18,919
18,955
19,041
19,041
19,056
19,057
19,059
19,108
19,129
19,199
19,208
19,256
19,259
19,269
19,308
19,339
19,358
19,408
19,408
19,456
19,459
19,478
19,508
19,549
19,557
19,608
19,618
19,656
19,658
19,688
19,708
19,758
19,758
19,808
19,828
19,856
19,858
19,899
19,908
19,957
19,968
20,007
20,038
20,056
20,059
20,108
20,109
20,158
20,179
20,208
20,249
20,256
20,258
20,308
20,318
20,358
20,389
20,408
20,456
20,459
20,46
20,508
20,529
20,56
20,599
20,608
20,656
20,658
20,668
20,729
20,738
20,759
20,808
20,809
20,856
20,859
20,878
20,908
20,949
20,958
21,007
