Instante,Posicao
0.0,0.0
0.011,0.02
0.023,0.043
0.03,0.056
0.041,0.076
0.05,0.093
0.061,0.113
0.08,0.149
0.081,0.151
0.101,0.188
0.11,0.204
0.123,0.229
0.13,0.242
0.141,0.262
0.163,0.303
0.164,0.305
0.175,0.325
0.181,0.336
0.195,0.362
0.2,0.372
0.217,0.403
0.224,0.416
0.23,0.428
0.241,0.448
0.25,0.465
0.261,0.485
0.276,0.513
0.28,0.52
0.301,0.559
0.304,0.565
0.316,0.587
0.347,0.645
0.348,0.647
0.349,0.649
0.349,0.649
0.379,0.704
0.379,0.704
0.38,0.706
0.39,0.725
0.4,0.743
0.419,0.779
0.42,0.781
0.43,0.799
0.45,0.836
0.46,0.855
0.473,0.879
0.48,0.892
0.491,0.913
0.5,0.929
0.512,0.952
0.527,0.98
0.552,1.026
0.552,1.026
0.553,1.028
0.56,1.041
0.572,1.063
0.58,1.078
0.59,1.097
0.6,1.115
0.618,1.149
0.619,1.151
0.63,1.171
0.641,1.191
0.65,1.208
0.661,1.229
0.677,1.258
0.681,1.266
0.69,1.283
0.7,1.301
0.711,1.322
0.725,1.348
0.73,1.357
0.74,1.375
0.75,1.394
0.76,1.413
0.776,1.442
0.78,1.45
0.79,1.468
0.8,1.487
0.817,1.519
0.821,1.526
0.83,1.543
0.841,1.563
0.85,1.58
0.86,1.599
0.877,1.63
0.89,1.654
0.891,1.656
0.907,1.686
0.909,1.69
0.928,1.725
0.929,1.727
0.945,1.757
0.95,1.766
0.96,1.784
0.976,1.814
0.98,1.822
0.991,1.842
1.0,1.859
1.021,1.898
1.022,1.9
1.03,1.914
1.04,1.933
1.05,1.952
1.061,1.972
1.076,2.0
1.081,2.009
1.091,2.028
1.1,2.045
1.129,2.099
1.13,2.1
1.13,2.1
1.144,2.126
1.15,2.138
1.184,2.201
1.185,2.203
1.185,2.203
1.194,2.219
1.201,2.232
1.221,2.27
1.221,2.27
1.23,2.286
1.24,2.305
1.25,2.323
1.261,2.344
1.272,2.364
1.281,2.381
1.305,2.426
1.305,2.426
1.31,2.435
1.322,2.457
1.366,2.539
1.366,2.539
1.367,2.541
1.367,2.541
1.387,2.578
1.388,2.58
1.388,2.58
1.401,2.604
1.421,2.641
1.421,2.641
1.43,2.658
1.444,2.684
1.45,2.695
1.46,2.714
1.472,2.736
1.48,2.751
1.491,2.771
1.5,2.788
1.523,2.831
1.524,2.833
1.53,2.844
1.55,2.881
1.551,2.883
1.562,2.903
1.57,2.918
1.58,2.937
1.603,2.98
1.604,2.981
1.61,2.993
1.62,3.011
1.63,3.03
1.641,3.05
1.65,3.067
1.661,3.087
1.673,3.11
1.682,3.126
1.691,3.143
1.7,3.16
1.713,3.184
1.722,3.201
1.731,3.217
1.743,3.24
1.75,3.253
1.761,3.273
1.777,3.303
1.781,3.31
1.795,3.336
1.8,3.346
1.823,3.388
1.824,3.39
1.83,3.401
1.84,3.42
1.85,3.439
1.86,3.457
1.872,3.48
1.884,3.502
1.904,3.539
1.904,3.539
1.91,3.55
1.92,3.569
1.932,3.591
1.943,3.612
1.953,3.63
1.96,3.643
1.972,3.665
1.98,3.68
1.99,3.699
2.0,3.717
2.016,3.747
2.022,3.758
2.03,3.773
2.041,3.794
2.05,3.81
2.06,3.829
2.075,3.857
2.08,3.866
2.09,3.885
2.1,3.903
2.122,3.944
2.123,3.946
2.13,3.959
2.141,3.98
2.15,3.996
2.176,4.045
2.179,4.05
2.179,4.05
2.196,4.082
2.2,4.089
2.218,4.123
2.222,4.13
2.23,4.145
2.241,4.165
2.25,4.182
2.26,4.201
2.277,4.232
2.289,4.255
2.29,4.257
2.3,4.275
2.31,4.294
2.355,4.377
2.355,4.377
2.356,4.379
2.356,4.379
2.361,4.388
2.396,4.454
2.397,4.455
2.398,4.457
2.398,4.457
2.41,4.48
2.443,4.541
2.445,4.545
2.445,4.545
2.45,4.554
2.461,4.574
2.47,4.591
2.48,4.61
2.506,4.658
2.507,4.66
2.513,4.671
2.523,4.69
2.53,4.703
2.548,4.736
2.549,4.738
2.56,4.758
2.572,4.781
2.58,4.796
2.591,4.816
2.6,4.833
2.638,4.903
2.639,4.905
2.64,4.907
2.64,4.907
2.65,4.926
2.661,4.946
2.681,4.983
2.681,4.983
2.691,4.998
2.7,5.012
2.713,5.031
2.723,5.046
2.736,5.066
2.74,5.072
