Instante,Posicao
0.0,0.0
0.01,0.0
0.02,0.0
0.046,0.001
0.054,0.001
0.055,0.001
0.064,0.001
0.07,0.001
0.081,0.001
0.09,0.001
0.101,0.001
0.114,0.001
0.128,0.001
0.148,0.002
0.149,0.002
0.15,0.002
0.175,0.002
0.176,0.002
0.181,0.002
0.19,0.002
0.211,0.002
0.212,0.002
0.22,0.002
0.23,0.002
0.241,0.003
0.256,0.003
0.279,0.003
0.28,0.003
0.281,0.003
0.29,0.003
0.3,0.003
0.31,0.003
0.32,0.003
0.346,0.004
0.347,0.004
0.35,0.004
0.365,0.004
0.37,0.004
0.381,0.004
0.39,0.004
0.401,0.004
0.41,0.004
0.42,0.004
0.437,0.005
0.444,0.005
0.457,0.005
0.46,0.005
0.47,0.005
0.481,0.005
0.49,0.005
0.5,0.005
0.511,0.005
0.52,0.005
0.53,0.005
0.566,0.006
0.567,0.006
0.567,0.006
0.57,0.006
0.58,0.006
0.59,0.006
0.6,0.006
0.61,0.006
0.62,0.007
0.636,0.007
0.641,0.007
0.656,0.007
0.66,0.007
0.67,0.007
0.681,0.007
0.69,0.007
0.7,0.007
0.71,0.007
0.72,0.007
0.73,0.007
0.756,0.008
0.757,0.008
0.78,0.008
0.781,0.008
0.782,0.008
0.79,0.008
0.8,0.008
0.81,0.008
0.82,0.008
0.847,0.009
0.848,0.009
0.85,0.009
0.861,0.009
0.87,0.009
0.881,0.009
0.89,0.009
0.9,0.009
0.91,0.009
0.92,0.01
0.948,0.01
0.949,0.01
0.95,0.01
0.962,0.01
0.97,0.01
0.981,0.01
0.998,0.01
1.0,0.01
1.01,0.011
1.02,0.011
1.038,0.011
1.046,0.011
1.061,0.011
1.062,0.011
1.07,0.011
1.08,0.011
1.091,0.011
1.1,0.011
1.11,0.011
1.122,0.012
1.149,0.012
1.15,0.012
1.151,0.012
1.164,0.012
1.176,0.012
1.18,0.012
1.19,0.012
1.2,0.012
1.21,0.012
1.22,0.013
1.23,0.013
1.263,0.013
1.264,0.013
1.264,0.013
1.27,0.013
1.286,0.014
1.29,0.014
1.3,0.014
1.31,0.014
1.32,0.014
1.338,0.014
1.349,0.014
1.361,0.014
1.362,0.014
1.37,0.014
1.381,0.014
1.391,0.014
1.401,0.014
1.41,0.015
1.42,0.015
1.445,0.015
1.447,0.015
1.455,0.015
1.47,0.015
1.471,0.015
1.481,0.015
1.493,0.015
1.5,0.015
1.515,0.016
1.52,0.016
1.53,0.016
1.553,0.016
1.554,0.016
1.576,0.016
1.576,0.016
1.58,0.016
1.59,0.017
1.6,0.017
1.61,0.017
1.62,0.017
1.649,0.017
1.65,0.017
1.651,0.017
1.669,0.018
1.67,0.018
1.68,0.018
1.69,0.018
1.7,0.018
