Instante,Posicao
0.0,0.0
0.008,0.0
0.024,0.001
0.031,0.001
0.038,0.001
0.048,0.001
0.058,0.001
0.068,0.001
0.084,0.002
0.088,0.002
0.103,0.002
0.108,0.002
0.122,0.002
0.129,0.002
0.151,0.003
0.152,0.003
0.162,0.003
0.168,0.003
0.203,0.005
0.203,0.005
0.204,0.005
0.208,0.005
0.218,0.005
0.24,0.006
0.24,0.006
0.248,0.006
0.258,0.006
0.268,0.007
0.281,0.007
0.288,0.007
0.298,0.007
0.308,0.007
0.328,0.008
0.329,0.008
0.338,0.008
0.35,0.008
0.36,0.008
0.368,0.008
0.378,0.009
0.389,0.009
0.411,0.01
0.412,0.01
0.418,0.01
0.431,0.01
0.438,0.01
0.45,0.01
0.458,0.01
0.469,0.011
0.481,0.011
0.488,0.011
0.5,0.011
0.508,0.011
0.519,0.011
0.539,0.012
0.543,0.012
0.551,0.012
0.558,0.012
0.57,0.012
0.586,0.013
0.587,0.013
0.602,0.013
0.608,0.013
0.63,0.014
0.631,0.014
0.638,0.014
0.648,0.014
0.658,0.014
0.668,0.014
0.684,0.015
0.691,0.015
0.705,0.015
0.712,0.015
0.733,0.016
0.733,0.016
0.769,0.018
0.77,0.018
0.771,0.018
0.775,0.018
0.808,0.02
0.809,0.02
0.809,0.02
0.81,0.02
0.819,0.02
0.84,0.021
0.841,0.021
0.854,0.021
0.859,0.021
0.868,0.021
0.882,0.021
0.888,0.021
0.898,0.022
0.908,0.022
0.92,0.022
0.932,0.022
0.938,0.022
0.949,0.022
0.958,0.023
0.98,0.023
0.981,0.023
0.993,0.024
1.0,0.024
1.01,0.024
1.018,0.024
1.037,0.024
1.037,0.024
1.049,0.025
1.058,0.025
1.068,0.025
1.08,0.025
1.088,0.025
1.098,0.025
1.108,0.026
1.129,0.026
1.13,0.026
1.157,0.027
1.157,0.027
1.158,0.027
1.169,0.028
1.192,0.028
1.194,0.028
1.201,0.029
1.209,0.029
1.221,0.029
1.229,0.029
1.239,0.029
1.249,0.029
1.258,0.029
1.269,0.03
1.28,0.03
1.29,0.03
1.299,0.03
1.314,0.03
1.337,0.031
1.337,0.031
1.338,0.031
1.381,0.034
1.382,0.034
1.382,0.034
1.383,0.034
1.392,0.034
1.4,0.034
1.41,0.035
1.423,0.035
1.433,0.035
1.439,0.035
1.469,0.036
1.47,0.036
1.47,0.036
1.479,0.037
1.489,0.037
1.501,0.037
1.508,0.037
1.518,0.037
1.535,0.038
1.542,0.038
1.549,0.038
1.558,0.038
1.568,0.038
1.58,0.038
1.588,0.038
1.598,0.039
1.608,0.039
1.622,0.039
1.632,0.039
1.643,0.039
1.649,0.039
1.659,0.04
1.668,0.04
1.68,0.04
1.688,0.04
1.698,0.04
1.708,0.04
1.717,0.041
1.751,0.042
1.752,0.042
1.752,0.042
1.758,0.042
1.769,0.043
1.783,0.043
1.788,0.071
1.802,0.15
1.808,0.184
1.834,0.332
1.835,0.338
1.839,0.361
1.848,0.413
1.858,0.471
1.868,0.529
1.879,0.594
1.888,0.647
1.898,0.706
1.908,0.766
1.929,0.892
1.929,0.892
1.938,0.946
1.949,1.013
1.958,1.068
1.99,1.266
1.992,1.278
1.993,1.284
2.001,1.334
2.008,1.378
2.029,1.51
2.03,1.517
2.038,1.568
2.052,1.657
2.058,1.695
2.068,1.76
2.08,1.837
2.088,1.889
2.098,1.955
2.108,2.02
2.129,2.159
2.129,2.159
2.154,2.326
2.155,2.333
2.164,2.393
2.168,2.42
2.203,2.658
2.204,2.665
2.204,2.665
2.21,2.706
2.218,2.761
2.238,2.9
2.239,2.907
2.259,3.047
2.26,3.054
2.268,3.11
2.28,3.195
2.288,3.252
2.301,3.345
2.308,3.395
2.325,3.517
2.329,3.546
2.345,3.662
2.37,3.845
2.371,3.853
2.371,3.853
2.38,3.919
2.388,3.978
2.399,4.06
2.408,4.127
2.418,4.202
2.428,4.277
2.45,4.444
2.45,4.444
2.461,4.528
2.469,4.589
2.484,4.704
2.488,4.735
2.499,4.82
2.508,4.89
2.518,4.968
2.552,5.235
2.553,5.243
2.554,5.251
2.558,5.282
2.569,5.37
2.584,5.489
2.588,5.521
2.599,5.61
2.608,5.682
2.618,5.763
2.644,5.975
2.644,5.975
2.655,6.065
2.66,6.106
2.668,6.172
2.68,6.271
2.688,6.338
2.698,6.421
2.708,6.505
2.718,6.589
2.73,6.69
2.739,6.766
2.748,6.842
2.758,6.927
2.778,7.098
2.778,7.098
2.788,7.184
2.798,7.271
2.808,7.357
2.818,7.444
2.853,7.751
2.854,7.76
2.854,7.76
2.858,7.795
2.868,7.883
2.887,8.052
2.888,8.061
2.898,8.15
2.909,8.249
2.918,8.33
2.945,8.574
2.947,8.592
2.947,8.592
2.958,8.693
2.979,8.885
2.98,8.894
2.99,8.986
2.999,9.069
3.008,9.153
3.018,9.246
3.047,9.517
3.048,9.526
3.048,9.526
3.058,9.62
3.068,9.715
3.08,9.829
3.088,9.905
3.099,10.009
3.108,10.096
3.118,10.191
3.17,10.695
3.171,10.705
3.171,10.705
3.171,10.705
3.172,10.715
3.205,11.039
3.206,11.049
3.207,11.058
3.207,11.058
3.218,11.167
3.239,11.376
3.24,11.386
3.262,11.606
3.263,11.616
3.268,11.666
3.28,11.787
3.288,11.868
3.298,11.97
3.308,12.071
3.318,12.173
3.346,12.46
3.346,12.46
3.347,12.47
3.377,12.781
3.378,12.791
3.378,12.791
3.388,12.895
3.399,13.01
3.419,13.22
3.438,13.42
3.438,13.42
3.466,13.717
3.466,13.717
3.467,13.728
3.479,13.856
3.488,13.952
3.498,14.059
3.508,14.167
3.518,14.275
3.54,14.514
3.541,14.524
3.561,14.743
3.562,14.754
3.568,14.819
3.58,14.951
3.588,15.039
3.598,15.149
3.608,15.26
3.618,15.371
3.638,15.594
3.639,15.605
3.663,15.874
3.664,15.885
3.668,15.93
3.68,16.066
3.688,16.156
3.699,16.281
3.708,16.383
3.719,16.509
3.73,16.634
3.757,16.944
3.758,16.956
3.759,16.968
3.773,17.129
3.782,17.234
3.788,17.303
3.802,17.466
3.808,17.536
3.818,17.653
3.868,18.243
3.869,18.255
3.869,18.255
3.87,18.266
3.87,18.266
3.883,18.421
3.888,18.48
3.898,18.6
3.908,18.72
3.918,18.839
3.937,19.068
3.937,19.068
3.951,19.238
3.967,19.432
3.968,19.444
4.014,20.006
4.014,20.006
4.015,20.019
4.016,20.031
4.017,20.043
4.035,20.265
4.039,20.315
4.066,20.65
4.067,20.663
4.067,20.663
4.078,20.8
4.088,20.925
4.098,21.05
4.108,21.176
4.118,21.302
4.137,21.542
4.138,21.555
4.187,22.179
4.192,22.244
4.193,22.256
4.194,22.269
4.195,22.282
4.217,22.565
4.218,22.578
4.218,22.578
4.23,22.734
4.238,22.837
