Instante,Posicao
0.0,0.0
0.01,0.0
0.021,0.0
0.041,0.001
0.042,0.001
0.05,0.001
0.061,0.002
0.071,0.002
0.081,0.002
0.092,0.002
0.1,0.003
0.11,0.003
0.121,0.003
0.138,0.004
0.139,0.004
0.15,0.004
0.161,0.004
0.17,0.004
0.18,0.005
0.19,0.005
0.2,0.005
0.21,0.005
0.22,0.005
0.237,0.006
0.242,0.006
0.25,0.006
0.261,0.007
0.27,0.007
0.281,0.007
0.292,0.007
0.3,0.007
0.31,0.008
0.322,0.008
0.34,0.009
0.34,0.009
0.35,0.009
0.361,0.009
0.373,0.009
0.381,0.009
0.393,0.01
0.401,0.01
0.411,0.01
0.421,0.01
0.438,0.011
0.439,0.011
0.457,0.012
0.47,0.012
0.47,0.012
0.48,0.012
0.49,0.012
0.5,0.013
0.51,0.013
0.52,0.013
0.536,0.014
0.541,0.014
0.553,0.014
0.561,0.014
0.572,0.014
0.581,0.015
0.591,0.015
0.6,0.015
0.632,0.017
0.633,0.017
0.633,0.017
0.675,0.021
0.676,0.021
0.676,0.021
0.677,0.021
0.682,0.021
0.693,0.021
0.7,0.021
0.711,0.022
0.721,0.022
0.737,0.022
0.741,0.022
0.75,0.023
0.772,0.024
0.772,0.024
0.78,0.024
0.79,0.024
0.8,0.024
0.812,0.025
0.829,0.025
0.83,0.025
0.843,0.026
0.851,0.026
0.864,0.026
0.887,0.027
0.888,0.027
0.889,0.027
0.905,0.028
0.91,0.028
0.921,0.028
0.931,0.028
0.954,0.029
0.955,0.029
0.96,0.029
0.97,0.03
0.98,0.03
0.991,0.03
1.0,0.03
1.011,0.031
1.02,0.031
1.041,0.032
1.042,0.032
1.053,0.032
1.061,0.032
1.072,0.032
1.081,0.033
1.091,0.033
1.1,0.033
1.111,0.033
1.12,0.033
1.144,0.035
1.147,0.035
1.162,0.035
1.163,0.035
1.174,0.035
1.18,0.035
1.194,0.036
1.205,0.036
1.224,0.037
1.224,0.037
1.229,0.037
1.243,0.037
1.251,0.038
1.294,0.041
1.295,0.041
1.295,0.041
1.296,0.041
1.3,0.042
1.321,0.042
1.324,0.043
1.332,0.043
1.341,0.043
1.354,0.043
1.366,0.043
1.372,0.044
1.382,0.044
1.398,0.044
1.399,0.044
1.412,0.045
1.42,0.045
1.466,0.049
1.466,0.049
1.467,0.049
1.468,0.049
1.489,0.05
1.49,0.05
1.49,0.05
1.504,0.051
1.513,0.051
1.521,0.051
1.53,0.11
1.556,0.282
1.557,0.289
1.561,0.315
1.571,0.382
1.588,0.497
1.588,0.497
1.6,0.578
1.641,0.861
1.641,0.861
1.642,0.867
1.643,0.874
1.695,1.241
1.695,1.241
1.695,1.241
1.696,1.248
1.696,1.248
1.711,1.355
