Instante,Posicao
0.0,0.0
0.023,0.032
0.024,0.033
0.047,0.064
0.047,0.064
0.058,0.079
0.06,0.082
0.077,0.105
0.08,0.11
0.094,0.129
0.101,0.138
0.116,0.159
0.129,0.177
0.13,0.178
0.142,0.195
0.151,0.207
0.161,0.221
0.172,0.236
0.18,0.247
0.191,0.262
0.2,0.274
0.228,0.312
0.228,0.312
0.23,0.315
0.248,0.34
0.25,0.342
0.261,0.358
0.277,0.379
0.28,0.384
0.291,0.399
0.3,0.411
0.322,0.441
0.322,0.441
0.33,0.452
0.348,0.477
0.35,0.479
0.361,0.495
0.372,0.51
0.38,0.521
0.39,0.534
0.4,0.548
0.419,0.574
0.422,0.578
0.43,0.589
0.446,0.611
0.45,0.616
0.461,0.632
0.476,0.652
0.48,0.658
0.49,0.671
0.5,0.685
0.526,0.721
0.538,0.737
0.539,0.738
0.545,0.747
0.56,0.767
0.561,0.768
0.577,0.79
0.58,0.795
0.59,0.808
0.6,0.822
0.615,0.842
0.625,0.856
0.64,0.877
0.641,0.878
0.65,0.89
0.661,0.905
0.672,0.921
0.68,0.932
0.691,0.947
0.7,0.959
0.726,0.995
0.727,0.996
0.73,1.0
0.749,1.026
0.75,1.027
0.761,1.042
0.776,1.063
0.78,1.068
0.79,1.082
0.8,1.096
0.822,1.126
0.822,1.126
0.83,1.137
0.849,1.163
0.851,1.166
0.861,1.179
0.872,1.195
0.88,1.205
0.891,1.221
0.9,1.233
0.928,1.271
0.929,1.273
0.931,1.275
0.948,1.299
0.95,1.301
0.961,1.316
0.972,1.332
0.98,1.342
0.991,1.358
1.0,1.37
1.027,1.407
1.035,1.418
1.035,1.418
1.056,1.447
1.056,1.447
1.061,1.453
1.072,1.468
1.08,1.479
1.09,1.493
1.1,1.507
1.125,1.541
1.125,1.541
1.133,1.552
1.141,1.563
1.15,1.575
1.16,1.589
1.172,1.605
1.18,1.616
1.191,1.632
1.2,1.644
1.216,1.666
1.234,1.69
1.234,1.69
1.241,1.7
1.25,1.712
1.261,1.727
1.272,1.742
1.28,1.753
1.29,1.767
1.3,1.781
1.347,1.845
1.347,1.845
1.348,1.847
1.348,1.847
1.36,1.863
1.395,1.911
1.397,1.914
1.397,1.914
1.397,1.914
1.403,1.922
1.413,1.936
1.435,1.966
1.438,1.97
1.441,1.974
1.457,1.996
1.462,2.003
1.473,2.018
1.48,2.027
1.491,2.042
1.5,2.055
1.519,2.081
1.533,2.1
1.533,2.1
1.545,2.116
1.551,2.125
1.561,2.138
1.576,2.159
1.58,2.164
1.591,2.179
1.6,2.192
1.616,2.214
1.64,2.247
1.641,2.248
1.641,2.248
1.65,2.26
1.661,2.275
1.672,2.29
1.68,2.301
1.691,2.316
1.7,2.329
1.716,2.351
1.752,2.4
1.753,2.401
1.753,2.401
1.754,2.403
1.762,2.414
1.772,2.427
1.78,2.438
1.791,2.453
1.8,2.466
1.819,2.492
1.821,2.495
1.844,2.526
1.845,2.527
1.85,2.534
1.861,2.549
1.872,2.564
1.88,2.575
1.891,2.59
1.9,2.603
1.921,2.632
1.922,2.633
1.95,2.671
1.951,2.673
1.951,2.673
1.961,2.686
1.972,2.701
1.98,2.712
1.995,2.733
2.0,2.74
2.029,2.779
2.03,2.781
2.031,2.782
2.045,2.801
2.06,2.822
2.061,2.823
2.072,2.838
2.08,2.849
2.091,2.864
2.1,2.877
2.114,2.896
2.139,2.93
2.141,2.933
2.141,2.933
2.15,2.945
2.161,2.96
2.176,2.981
2.18,2.986
2.19,3.0
2.2,3.014
2.229,3.053
2.23,3.055
2.231,3.056
2.248,3.079
2.25,3.082
2.261,3.097
2.272,3.112
2.28,3.123
2.29,3.137
2.3,3.151
2.327,3.188
2.328,3.189
2.337,3.201
2.343,3.21
2.35,3.219
2.361,3.234
2.372,3.249
2.38,3.26
2.39,3.274
2.4,3.288
2.426,3.323
2.427,3.325
2.436,3.337
2.447,3.352
2.45,3.356
2.461,3.371
2.476,3.392
2.48,3.397
2.491,3.412
2.5,3.425
2.518,3.449
2.539,3.478
2.539,3.478
2.554,3.499
2.555,3.5
2.561,3.508
2.572,3.523
2.58,3.534
2.591,3.549
2.6,3.562
2.615,3.582
2.624,3.595
2.646,3.625
2.647,3.626
2.65,3.63
2.661,3.645
2.675,3.664
2.68,3.671
2.691,3.686
2.7,3.699
2.729,3.738
2.73,3.74
2.73,3.74
2.744,3.759
2.75,3.767
2.761,3.782
2.772,3.797
2.78,3.808
2.79,3.822
2.8,3.836
2.815,3.856
2.82,3.863
2.844,3.896
2.845,3.897
2.85,3.904
2.861,3.919
2.872,3.934
2.88,3.945
2.891,3.96
2.9,3.973
2.925,4.007
2.925,4.007
2.93,4.014
2.946,4.036
2.95,4.041
2.961,4.056
2.972,4.071
2.98,4.082
2.991,4.097
3.0,4.11
3.031,4.152
3.032,4.153
3.032,4.153
3.064,4.197
3.065,4.199
3.066,4.2
3.076,4.214
3.08,4.219
3.09,4.233
3.1,4.247
3.115,4.267
3.126,4.282
3.145,4.308
3.145,4.308
3.15,4.315
3.161,4.33
3.176,4.351
3.18,4.356
3.191,4.371
3.2,4.384
3.228,4.422
3.229,4.423
3.236,4.433
3.255,4.459
3.256,4.46
3.26,4.466
3.272,4.482
3.28,4.493
3.291,4.508
3.3,4.521
3.325,4.555
3.326,4.556
3.332,4.564
3.357,4.599
3.358,4.6
3.36,4.603
3.372,4.619
3.38,4.63
3.39,4.644
3.4,4.658
3.42,4.685
3.42,4.685
3.43,4.699
3.445,4.719
3.45,4.726
3.461,4.741
3.472,4.756
3.48,4.767
3.491,4.782
3.5,4.795
3.529,4.834
3.543,4.853
3.551,4.864
3.552,4.866
3.552,4.866
3.567,4.886
3.573,4.895
3.58,4.904
3.59,4.918
3.6,4.932
3.615,4.952
3.657,5.008
3.658,5.009
3.659,5.01
3.66,5.012
3.661,5.013
3.672,5.028
3.68,5.038
3.69,5.052
3.7,5.065
3.727,5.101
3.728,5.102
3.736,5.113
3.75,5.131
3.751,5.132
3.761,5.146
3.772,5.16
3.78,5.171
3.791,5.185
3.8,5.197
3.829,5.236
3.83,5.237
3.83,5.237
3.846,5.258
3.85,5.264
3.861,5.278
3.876,5.298
3.88,5.304
3.892,5.319
3.9,5.33
3.93,5.37
3.931,5.371
3.931,5.371
3.948,5.394
3.95,5.396
3.961,5.411
3.975,5.43
3.98,5.436
3.991,5.451
4.0,5.463
4.015,5.483
4.045,5.522
4.049,5.528
4.05,5.529
4.051,5.53
4.061,5.544
4.072,5.558
4.08,5.569
4.091,5.583
4.101,5.597
4.122,5.624
4.136,5.643
4.137,5.644
4.166,5.683
4.167,5.684
4.167,5.684
4.171,5.689
4.18,5.701
4.198,5.725
4.211,5.743
4.211,5.743
4.23,5.768
4.231,5.769
4.241,5.782
4.25,5.794
4.26,5.807
4.272,5.823
4.28,5.834
4.291,5.849
4.3,5.861
4.33,5.9
4.331,5.902
4.332,5.903
4.348,5.924
4.35,5.927
4.361,5.941
4.372,5.956
4.38,5.967
4.39,5.98
4.4,5.993
4.416,6.014
4.448,6.057
4.449,6.058
4.449,6.058
4.454,6.065
4.461,6.074
4.472,6.089
4.48,6.099
4.49,6.113
4.5,6.126
4.529,6.164
4.548,6.189
4.549,6.191
4.549,6.191
4.554,6.197
4.561,6.207
4.572,6.221
4.58,6.232
4.59,6.245
4.6,6.258
4.629,6.297
4.63,6.298
4.63,6.298
4.651,6.326
4.652,6.327
4.66,6.338
4.676,6.359
4.68,6.365
4.69,6.378
4.7,6.391
