Instante,Posicao
0.0,0.0
0.009,0.012
0.046,0.062
0.047,0.063
0.048,0.065
0.049,0.066
0.06,0.081
0.07,0.094
0.079,0.107
0.09,0.121
0.103,0.139
0.109,0.147
0.119,0.161
0.13,0.175
0.15,0.202
0.15,0.202
0.16,0.216
0.175,0.236
0.18,0.243
0.19,0.256
0.2,0.27
0.209,0.282
0.219,0.296
0.254,0.343
0.255,0.344
0.255,0.344
0.261,0.352
0.274,0.37
0.286,0.386
0.289,0.39
0.299,0.404
0.309,0.417
0.339,0.457
0.34,0.459
0.34,0.459
0.359,0.484
0.36,0.486
0.37,0.499
0.386,0.521
0.389,0.525
0.403,0.544
0.409,0.552
0.421,0.568
0.447,0.603
0.447,0.603
0.45,0.607
0.46,0.621
0.477,0.644
0.481,0.649
0.49,0.661
0.503,0.679
0.509,0.687
0.519,0.7
0.559,0.754
0.56,0.756
0.56,0.756
0.561,0.757
0.572,0.772
0.585,0.789
0.589,0.795
0.599,0.808
0.609,0.822
0.628,0.848
0.657,0.887
0.658,0.888
0.659,0.889
0.659,0.889
0.67,0.904
0.686,0.926
0.689,0.93
0.703,0.949
0.709,0.957
0.72,0.972
0.76,1.026
0.76,1.026
0.761,1.027
0.761,1.027
0.774,1.045
0.786,1.061
0.789,1.065
0.803,1.084
0.81,1.093
0.822,1.109
0.83,1.12
0.871,1.175
0.872,1.177
0.872,1.177
0.872,1.177
0.884,1.193
0.89,1.201
0.899,1.213
0.909,1.227
0.936,1.263
0.937,1.265
0.945,1.275
0.957,1.291
0.959,1.294
0.97,1.309
0.98,1.323
0.99,1.336
1.0,1.35
1.009,1.362
1.02,1.377
1.059,1.429
1.06,1.43
1.061,1.432
1.061,1.432
1.079,1.456
1.082,1.46
1.09,1.471
1.1,1.484
1.11,1.498
1.12,1.511
1.143,1.543
1.144,1.544
1.184,1.598
1.185,1.599
1.186,1.601
1.186,1.601
1.189,1.605
1.2,1.619
1.209,1.632
1.22,1.646
1.258,1.698
1.259,1.699
1.26,1.7
1.26,1.7
1.276,1.722
1.29,1.741
1.303,1.758
1.309,1.767
1.319,1.78
1.348,1.819
1.356,1.83
1.356,1.83
1.363,1.839
1.38,1.862
1.381,1.864
1.389,1.874
1.399,1.888
1.409,1.901
1.438,1.941
1.458,1.968
1.459,1.969
1.46,1.97
1.46,1.97
1.47,1.984
1.488,2.008
1.489,2.009
1.5,2.024
1.51,2.038
1.54,2.078
1.541,2.08
1.542,2.081
1.558,2.103
1.559,2.104
1.57,2.119
1.584,2.138
1.589,2.144
1.601,2.161
1.61,2.173
1.62,2.186
1.655,2.233
1.656,2.235
1.657,2.236
1.66,2.24
1.676,2.262
1.682,2.27
1.689,2.279
1.7,2.294
1.709,2.306
1.72,2.321
1.75,2.362
1.758,2.372
1.758,2.372
1.759,2.374
1.77,2.389
1.782,2.405
1.789,2.414
1.8,2.429
1.809,2.441
1.82,2.456
1.842,2.486
1.85,2.497
1.854,2.502
1.869,2.522
1.87,2.524
1.88,2.537
1.889,2.549
1.9,2.564
1.909,2.576
1.92,2.591
1.956,2.64
1.957,2.641
1.958,2.642
1.959,2.644
1.979,2.671
1.983,2.676
1.99,2.686
2.0,2.699
2.009,2.711
2.019,2.725
2.042,2.756
2.049,2.765
2.05,2.767
2.071,2.795
2.072,2.796
2.079,2.806
2.09,2.821
2.1,2.834
2.109,2.846
2.121,2.862
2.13,2.874
2.158,2.912
2.159,2.914
2.16,2.915
2.17,2.928
2.18,2.942
2.19,2.955
2.2,2.969
2.209,2.981
2.22,2.996
2.23,3.009
2.256,3.045
2.256,3.045
2.26,3.05
2.27,3.063
2.28,3.077
2.29,3.09
2.302,3.107
2.309,3.116
2.32,3.131
2.349,3.17
2.358,3.182
2.359,3.184
2.359,3.184
2.37,3.198
2.386,3.22
2.389,3.224
2.4,3.239
2.409,3.251
2.42,3.266
2.431,3.281
2.453,3.31
2.454,3.312
2.467,3.329
2.48,3.347
2.481,3.348
2.49,3.36
2.5,3.374
2.509,3.386
2.519,3.399
2.553,3.445
2.554,3.447
2.555,3.448
2.559,3.453
2.571,3.47
2.582,3.484
2.589,3.494
2.6,3.509
2.609,3.521
2.619,3.534
2.644,3.568
2.645,3.57
2.671,3.605
2.672,3.606
2.673,3.607
2.68,3.617
2.69,3.63
2.704,3.649
2.709,3.656
2.719,3.669
2.744,3.703
2.745,3.704
2.773,3.742
2.773,3.742
2.774,3.744
2.78,3.752
2.79,3.765
2.803,3.783
2.809,3.791
2.82,3.806
2.846,3.841
2.847,3.842
2.849,3.845
2.863,3.864
2.879,3.885
2.88,3.887
2.89,3.9
2.9,3.914
2.909,3.926
2.92,3.941
2.93,3.954
2.958,3.992
2.959,3.993
2.959,3.993
2.975,4.015
2.983,4.026
2.989,4.034
3.002,4.051
3.009,4.061
3.02,4.076
3.047,4.112
3.048,4.113
3.056,4.124
3.059,4.128
3.074,4.148
3.083,4.161
3.089,4.169
3.103,4.188
3.109,4.196
3.12,4.211
3.13,4.224
3.145,4.244
3.173,4.282
3.174,4.283
3.174,4.283
3.18,4.291
3.19,4.305
3.2,4.318
3.209,4.331
3.22,4.345
3.254,4.391
3.255,4.393
3.256,4.394
3.259,4.398
3.271,4.414
3.282,4.429
3.289,4.439
3.303,4.457
3.309,4.466
3.32,4.48
3.355,4.528
3.356,4.529
3.357,4.53
3.359,4.533
3.37,4.548
3.382,4.564
3.389,4.574
3.4,4.588
3.409,4.601
3.42,4.615
3.468,4.68
3.469,4.682
3.469,4.682
3.47,4.683
3.47,4.683
3.486,4.704
3.489,4.709
3.5,4.723
3.509,4.735
3.519,4.749
3.541,4.779
3.542,4.78
3.566,4.812
3.567,4.814
3.569,4.816
3.579,4.83
3.589,4.843
3.6,4.858
3.609,4.87
3.619,4.884
3.645,4.919
3.647,4.922
3.674,4.958
3.675,4.96
3.675,4.96
3.68,4.966
3.69,4.98
3.701,4.995
3.709,5.003
3.719,5.014
3.756,5.054
3.757,5.055
3.758,5.056
3.762,5.06
3.774,5.073
3.78,5.08
3.789,5.089
3.8,5.101
3.809,5.111
3.819,5.121
3.852,5.157
3.852,5.157
3.853,5.158
3.859,5.164
3.87,5.176
3.886,5.194
3.889,5.197
3.9,5.209
3.909,5.218
3.92,5.23
3.958,5.271
3.959,5.272
3.96,5.273
3.985,5.3
3.986,5.301
3.989,5.304
4.002,5.318
4.009,5.326
4.019,5.337
4.056,5.376
4.057,5.377
4.057,5.377
4.059,5.38
4.081,5.403
4.082,5.404
4.09,5.413
4.1,5.424
4.109,5.433
4.12,5.445
4.148,5.475
4.149,5.476
4.15,5.477
4.159,5.487
4.177,5.506
4.189,5.519
4.19,5.52
4.202,5.533
4.209,5.541
4.219,5.552
4.245,5.58
4.245,5.58
4.279,5.616
4.28,5.617
4.281,5.618
4.281,5.618
4.289,5.627
4.3,5.639
4.309,5.648
4.319,5.659
4.329,5.67
4.346,5.688
4.352,5.695
4.359,5.702
4.37,5.714
4.379,5.724
4.39,5.735
4.4,5.746
4.409,5.756
4.419,5.767
4.43,5.778
4.44,5.789
4.477,5.829
4.477,5.829
4.478,5.83
4.48,5.832
4.49,5.843
4.503,5.857
4.509,5.863
4.519,5.874
4.529,5.885
4.548,5.905
4.558,5.916
4.559,5.917
4.574,5.933
4.58,5.94
4.59,5.951
4.6,5.961
4.609,5.971
4.62,5.983
4.652,6.017
4.653,6.018
4.653,6.018
4.671,6.038
4.672,6.039
4.68,6.047
4.69,6.058
4.702,6.071
4.709,6.078
4.72,6.09
4.755,6.128
4.756,6.129
4.757,6.13
4.759,6.132
4.774,6.148
4.784,6.159
4.789,6.164
4.8,6.176
4.809,6.186
4.819,6.197
4.85,6.23
4.85,6.23
4.851,6.231
4.859,6.24
4.884,6.267
4.885,6.268
4.889,6.272
4.901,6.285
4.909,6.294
4.919,6.304
4.95,6.338
4.95,6.338
4.951,6.339
4.959,6.347
4.97,6.359
4.98,6.37
4.989,6.38
5.0,6.391
5.009,6.401
5.02,6.413
5.03,6.424
5.048,6.443
5.062,6.458
5.063,6.459
5.078,6.475
5.09,6.488
5.09,6.488
5.102,6.501
5.109,6.509
5.119,6.519
5.13,6.531
5.148,6.551
5.149,6.552
5.159,6.562
5.178,6.583
5.186,6.591
5.189,6.595
5.2,6.606
5.209,6.616
5.219,6.627
5.229,6.638
5.254,6.664
5.255,6.666
5.26,6.671
5.276,6.688
5.285,6.698
5.29,6.703
5.3,6.714
5.309,6.724
5.319,6.734
5.33,6.746
5.348,6.766
5.355,6.773
5.359,6.777
5.372,6.791
5.385,6.805
5.389,6.81
5.4,6.821
5.409,6.831
5.419,6.842
5.429,6.853
5.443,6.868
5.462,6.888
5.463,6.889
5.491,6.919
5.492,6.92
5.492,6.92
5.501,6.93
5.509,6.939
5.519,6.949
5.529,6.96
5.549,6.982
5.55,6.983
5.574,7.009
5.575,7.01
5.581,7.016
5.59,7.026
5.6,7.037
5.609,7.046
5.62,7.058
5.629,7.068
5.658,7.099
5.659,7.1
5.66,7.101
5.675,7.117
5.682,7.125
5.689,7.132
5.7,7.144
5.709,7.154
5.719,7.164
5.73,7.176
5.745,7.192
5.778,7.228
5.78,7.23
5.781,7.231
5.781,7.231
5.79,7.241
5.8,7.252
5.809,7.261
5.824,7.277
5.837,7.291
5.84,7.295
5.869,7.326
5.871,7.328
5.872,7.329
5.89,7.348
5.89,7.348
5.902,7.361
5.909,7.369
5.919,7.38
5.929,7.39
5.952,7.415
5.953,7.416
5.959,7.423
5.973,7.438
5.983,7.448
5.989,7.455
6.0,7.467
6.009,7.476
6.019,7.487
6.048,7.518
6.049,7.519
6.05,7.52
6.059,7.53
6.084,7.557
6.085,7.558
6.089,7.562
6.1,7.574
6.109,7.584
6.119,7.595
6.159,7.638
6.16,7.639
6.161,7.64
6.161,7.64
6.176,7.656
6.181,7.661
6.19,7.671
6.2,7.682
6.209,7.691
6.224,7.708
6.236,7.72
6.24,7.725
6.265,7.752
6.269,7.756
6.276,7.763
6.286,7.774
6.289,7.777
6.3,7.789
6.309,7.799
6.319,7.81
6.343,7.835
6.344,7.837
6.371,7.866
6.372,7.867
6.372,7.867
6.382,7.877
6.389,7.885
6.402,7.899
6.409,7.906
6.42,7.918
6.449,7.949
6.482,7.985
6.483,7.986
6.483,7.986
