Instante,Posicao
0.0,0.0
0.0,0.0
0.006,0.012
0.012,0.023
0.032,0.062
0.042,0.081
0.055,0.106
0.062,0.119
0.072,0.139
0.082,0.158
0.1,0.193
0.105,0.202
0.112,0.216
0.123,0.237
0.135,0.26
0.142,0.274
0.153,0.295
0.165,0.318
0.173,0.333
0.192,0.37
0.192,0.37
0.207,0.399
0.218,0.42
0.224,0.432
0.235,0.453
0.242,0.466
0.252,0.486
0.262,0.505
0.272,0.524
0.294,0.566
0.298,0.574
0.303,0.584
0.312,0.601
0.323,0.622
0.336,0.647
0.342,0.659
0.353,0.68
0.362,0.697
0.373,0.719
0.4,0.771
0.401,0.773
0.406,0.782
0.412,0.794
0.423,0.815
0.434,0.836
0.456,0.879
0.457,0.881
0.464,0.894
0.472,0.909
0.492,0.948
0.504,0.971
0.505,0.973
0.516,0.994
0.531,1.023
0.531,1.023
0.542,1.044
0.553,1.066
0.562,1.083
0.572,1.102
0.597,1.15
0.598,1.152
0.622,1.198
0.623,1.2
0.624,1.202
0.637,1.227
0.642,1.237
0.66,1.272
0.665,1.281
0.672,1.295
0.682,1.314
0.692,1.333
0.713,1.374
0.713,1.374
0.727,1.401
0.732,1.41
0.742,1.43
0.753,1.451
0.762,1.468
0.772,1.487
0.796,1.534
0.797,1.536
0.827,1.593
0.827,1.593
0.828,1.595
0.841,1.62
0.841,1.62
0.861,1.659
0.862,1.661
0.877,1.69
0.884,1.703
0.892,1.719
0.915,1.763
0.919,1.771
0.924,1.78
0.932,1.796
0.942,1.815
0.952,1.834
0.962,1.854
0.972,1.873
0.982,1.892
0.999,1.925
1.003,1.933
1.012,1.95
1.022,1.969
1.034,1.992
1.042,2.008
1.052,2.027
1.062,2.046
1.073,2.067
1.082,2.085
1.105,2.129
1.106,2.131
1.112,2.143
1.122,2.162
1.132,2.181
1.142,2.2
1.153,2.222
1.162,2.239
1.172,2.258
1.199,2.31
1.2,2.312
1.207,2.326
1.212,2.335
1.223,2.356
1.24,2.389
1.244,2.397
1.257,2.422
1.262,2.432
1.272,2.451
1.283,2.472
1.304,2.513
1.304,2.513
1.312,2.528
1.323,2.549
1.339,2.58
1.343,2.588
1.356,2.613
1.362,2.624
1.372,2.644
1.4,2.697
1.401,2.699
1.402,2.701
1.414,2.724
1.422,2.74
1.432,2.759
1.449,2.792
1.452,2.798
1.462,2.817
1.472,2.836
1.498,2.886
1.519,2.927
