Instante,Posicao
0.0,0.0
0.011,0.0
0.02,0.0
0.03,0.0
0.056,0.001
0.057,0.001
0.065,0.001
0.07,0.001
0.08,0.001
0.095,0.001
0.1,0.001
0.11,0.001
0.12,0.001
0.13,0.001
0.166,0.002
0.167,0.002
0.167,0.002
0.17,0.002
0.181,0.002
0.192,0.002
0.202,0.003
0.215,0.003
0.22,0.003
0.23,0.003
0.253,0.003
0.253,0.003
0.269,0.003
0.27,0.003
0.286,0.004
0.298,0.004
0.3,0.004
0.313,0.004
0.32,0.004
0.33,0.004
0.363,0.005
0.364,0.005
0.367,0.005
0.37,0.005
0.38,0.005
0.396,0.005
0.4,0.005
0.41,0.005
0.42,0.005
0.43,0.005
0.46,0.006
0.461,0.006
0.461,0.006
0.47,0.006
0.481,0.006
0.49,0.006
0.5,0.006
0.511,0.006
0.52,0.006
0.53,0.006
0.562,0.007
0.563,0.007
0.564,0.007
0.57,0.007
0.581,0.007
0.592,0.007
0.6,0.007
0.616,0.008
0.62,0.008
0.633,0.008
0.647,0.008
0.65,0.008
0.677,0.008
0.678,0.008
0.68,0.008
0.695,0.009
0.7,0.009
0.71,0.009
0.72,0.009
0.73,0.009
0.757,0.009
0.759,0.009
0.76,0.009
0.77,0.01
0.78,0.01
0.796,0.01
0.8,0.01
0.81,0.01
0.82,0.01
0.83,0.01
0.856,0.011
0.856,0.011
0.86,0.011
0.871,0.011
0.881,0.011
0.896,0.011
0.9,0.011
0.913,0.011
0.92,0.011
0.93,0.011
0.97,0.012
0.971,0.012
0.973,0.012
0.974,0.012
0.981,0.012
0.993,0.012
1.0,0.013
1.01,0.013
1.02,0.013
1.03,0.013
1.062,0.014
1.063,0.014
1.063,0.014
1.07,0.014
1.08,0.014
1.09,0.014
1.1,0.014
1.11,0.014
1.12,0.014
1.13,0.014
1.159,0.015
1.165,0.015
1.166,0.015
1.17,0.015
1.181,0.015
1.192,0.015
1.221,0.015
1.222,0.015
1.222,0.015
1.23,0.016
1.261,0.016
1.265,0.016
1.265,0.016
1.27,0.016
1.281,0.016
1.292,0.016
1.3,0.017
1.31,0.017
1.32,0.017
1.33,0.017
1.36,0.017
1.361,0.017
1.362,0.017
1.37,0.017
1.381,0.018
1.392,0.018
1.4,0.018
1.41,0.018
1.42,0.018
1.43,0.018
1.453,0.018
1.454,0.018
1.47,0.019
1.471,0.019
1.481,0.019
1.496,0.019
1.5,0.019
1.51,0.019
1.52,0.019
1.53,0.019
1.559,0.02
1.56,0.02
1.56,0.02
1.57,0.02
1.58,0.02
1.591,0.02
1.6,0.02
1.611,0.02
1.62,0.02
1.63,0.02
1.654,0.021
1.654,0.021
1.675,0.021
1.676,0.021
1.68,0.021
1.696,0.021
1.7,0.021
1.71,0.021
1.72,0.021
1.73,0.021
1.757,0.022
1.758,0.022
1.763,0.022
1.772,0.022
1.78,0.022
1.793,0.022
1.8,0.022
1.813,0.022
1.82,0.022
1.83,0.022
1.863,0.023
1.864,0.023
1.864,0.023
1.87,0.023
1.88,0.023
1.895,0.024
1.9,0.024
1.91,0.024
1.92,0.024
1.93,0.024
1.953,0.024
1.954,0.024
1.973,0.024
1.974,0.024
1.98,0.024
1.997,0.025
2.0,0.025
2.011,0.025
2.02,0.025
2.03,0.025
2.053,0.025
2.054,0.025
2.07,0.026
2.071,0.026
2.085,0.026
2.1,0.026
2.101,0.026
2.115,0.026
2.12,0.026
2.131,0.026
2.144,0.026
2.151,0.026
2.174,0.027
2.175,0.027
2.184,0.027
2.192,0.027
2.211,0.027
2.212,0.027
2.221,0.027
2.231,0.027
2.242,0.027
2.25,0.027
2.277,0.028
2.278,0.028
2.284,0.028
2.293,0.028
2.3,0.028
2.31,0.028
2.32,0.028
2.33,0.028
2.36,0.029
2.361,0.029
2.362,0.029
