Instante,Posicao
0.0,0.0
0.017,0.021
0.03,0.037
0.03,0.037
0.037,0.045
0.048,0.059
0.063,0.077
0.066,0.08
0.077,0.094
0.086,0.105
0.102,0.124
0.114,0.139
0.116,0.141
0.127,0.155
0.136,0.166
0.147,0.179
0.161,0.196
0.166,0.202
0.176,0.215
0.186,0.227
0.202,0.246
0.216,0.263
0.217,0.265
0.227,0.277
0.236,0.288
0.247,0.301
0.257,0.313
0.266,0.324
0.277,0.338
0.287,0.35
0.306,0.373
0.307,0.374
0.316,0.385
0.327,0.399
0.336,0.41
0.347,0.423
0.357,0.435
0.366,0.446
0.377,0.46
0.386,0.471
0.404,0.493
0.406,0.495
0.416,0.507
0.427,0.521
0.436,0.532
0.447,0.545
0.46,0.561
0.466,0.568
0.476,0.58
0.487,0.594
0.5,0.61
0.516,0.629
0.517,0.63
0.527,0.643
0.536,0.654
0.547,0.667
0.557,0.679
0.566,0.69
0.577,0.704
0.587,0.716
0.604,0.737
0.607,0.74
0.616,0.751
0.627,0.765
0.636,0.776
0.647,0.789
0.66,0.805
0.666,0.812
0.677,0.826
0.686,0.837
0.703,0.857
0.716,0.873
0.717,0.874
0.727,0.887
0.736,0.898
0.747,0.911
0.762,0.929
0.766,0.934
0.776,0.946
0.786,0.959
0.806,0.983
0.807,0.984
0.816,0.995
0.827,1.009
0.837,1.021
0.847,1.033
0.86,1.049
0.866,1.056
0.876,1.068
0.887,1.082
0.9,1.098
0.921,1.123
0.922,1.124
0.927,1.13
0.936,1.141
0.947,1.155
0.961,1.172
0.966,1.178
0.977,1.191
0.986,1.202
1.003,1.223
1.007,1.228
1.021,1.245
1.03,1.256
1.037,1.265
1.047,1.277
1.057,1.289
1.066,1.3
1.076,1.312
1.086,1.324
1.097,1.338
1.115,1.36
1.117,1.362
1.127,1.374
1.136,1.385
1.147,1.399
1.157,1.411
1.166,1.422
1.177,1.435
1.186,1.446
1.204,1.468
1.206,1.471
1.216,1.483
1.227,1.496
1.236,1.507
1.247,1.521
1.257,1.533
1.266,1.544
1.276,1.556
1.286,1.568
1.305,1.591
1.306,1.593
1.316,1.605
1.327,1.618
1.336,1.629
1.347,1.643
1.362,1.661
1.366,1.666
1.376,1.678
1.386,1.69
1.405,1.713
1.406,1.715
1.416,1.727
1.427,1.74
1.436,1.751
1.448,1.766
1.457,1.777
1.466,1.788
1.477,1.801
1.486,1.812
1.504,1.834
1.506,1.837
1.516,1.849
1.527,1.862
1.536,1.873
1.547,1.887
1.557,1.899
1.566,1.91
1.578,1.924
1.586,1.934
1.598,1.949
