Instante,Posicao
0.0,0.0
0.011,0.013
0.021,0.024
0.03,0.034
0.059,0.067
0.06,0.068
0.061,0.069
0.086,0.098
0.086,0.098
0.096,0.109
0.1,0.114
0.111,0.126
0.122,0.139
0.13,0.148
0.152,0.173
0.153,0.174
0.18,0.205
0.18,0.205
0.181,0.206
0.191,0.217
0.2,0.227
0.211,0.24
0.221,0.251
0.23,0.261
0.26,0.295
0.268,0.305
0.268,0.305
0.286,0.325
0.296,0.336
0.297,0.338
0.306,0.348
0.311,0.353
0.32,0.364
0.331,0.376
0.352,0.4
0.352,0.4
0.377,0.428
0.377,0.428
0.381,0.433
0.393,0.447
0.4,0.455
0.411,0.467
0.422,0.48
0.431,0.49
0.462,0.525
0.469,0.533
0.471,0.535
0.471,0.535
0.485,0.551
0.495,0.563
0.5,0.568
0.511,0.581
0.521,0.592
0.53,0.602
0.551,0.626
0.551,0.626
0.578,0.657
0.579,0.658
0.58,0.659
0.595,0.676
0.6,0.682
0.611,0.694
0.622,0.707
0.631,0.717
0.659,0.749
0.66,0.75
0.661,0.751
0.671,0.763
0.685,0.778
0.699,0.794
0.7,0.795
0.711,0.808
0.722,0.82
0.73,0.83
0.762,0.866
0.762,0.866
0.763,0.867
0.771,0.876
0.789,0.897
0.79,0.898
0.8,0.909
0.811,0.922
0.821,0.933
0.831,0.944
0.855,0.972
0.855,0.972
0.86,0.977
0.871,0.99
0.883,1.003
0.894,1.016
0.9,1.023
0.911,1.035
0.921,1.047
0.931,1.058
0.957,1.088
0.964,1.095
0.965,1.097
0.971,1.103
0.981,1.115
0.991,1.126
1.0,1.136
1.012,1.15
1.021,1.16
1.031,1.172
1.059,1.203
1.066,1.211
1.066,1.211
1.086,1.234
1.086,1.234
1.097,1.247
1.1,1.25
1.111,1.263
1.122,1.275
1.131,1.285
1.157,1.315
1.157,1.315
1.163,1.322
1.171,1.331
1.183,1.344
1.194,1.357
1.2,1.364
1.211,1.376
1.221,1.387
1.231,1.399
1.254,1.425
1.255,1.426
1.26,1.432
1.279,1.453
1.297,1.474
1.298,1.475
1.301,1.478
1.311,1.49
1.321,1.501
1.331,1.512
1.361,1.547
1.361,1.547
1.362,1.548
1.385,1.574
1.386,1.575
1.398,1.589
1.4,1.591
1.411,1.603
1.421,1.615
1.43,1.625
1.459,1.658
1.46,1.659
1.461,1.66
1.479,1.681
1.48,1.682
1.491,1.694
1.5,1.705
1.511,1.717
1.522,1.73
1.531,1.74
1.56,1.773
1.561,1.774
1.562,1.775
1.578,1.793
1.588,1.805
1.591,1.808
1.6,1.818
1.611,1.831
1.622,1.843
1.631,1.853
1.661,1.887
1.661,1.887
1.662,1.889
1.671,1.899
1.681,1.91
1.695,1.926
1.7,1.932
1.711,1.944
1.721,1.956
1.731,1.967
1.754,1.993
1.755,1.994
1.762,2.002
1.771,2.013
1.792,2.036
1.792,2.036
1.8,2.045
1.811,2.058
1.821,2.069
1.83,2.08
1.86,2.114
1.861,2.115
1.861,2.115
1.871,2.126
1.881,2.137
1.891,2.149
1.9,2.159
1.911,2.172
1.922,2.184
1.93,2.193
1.965,2.233
1.966,2.234
1.969,2.237
1.971,2.24
1.986,2.257
1.994,2.266
2.0,2.273
2.011,2.285
2.021,2.297
2.031,2.308
2.05,2.33
2.051,2.331
2.079,2.363
2.081,2.365
2.081,2.365
2.092,2.377
2.1,2.386
2.111,2.399
2.122,2.411
2.131,2.422
2.153,2.447
2.155,2.449
2.187,2.485
2.188,2.486
2.188,2.486
2.197,2.497
2.2,2.5
2.211,2.513
2.221,2.524
2.231,2.535
2.252,2.559
2.253,2.56
2.282,2.593
2.296,2.609
2.297,2.61
2.298,2.611
2.31,2.625
2.312,2.627
2.321,2.637
2.331,2.649
2.35,2.67
2.351,2.672
2.381,2.706
2.382,2.707
2.382,2.707
2.395,2.722
2.401,2.728
2.411,2.74
2.421,2.751
2.431,2.763
2.46,2.795
2.461,2.797
2.461,2.797
2.471,2.808
2.495,2.835
2.495,2.835
2.5,2.841
2.511,2.853
2.521,2.865
2.531,2.876
2.553,2.901
2.554,2.902
2.583,2.935
2.584,2.936
2.585,2.938
2.594,2.948
2.6,2.955
2.611,2.967
2.622,2.98
2.631,2.99
2.655,3.017
2.656,3.018
2.664,3.027
2.673,3.038
2.689,3.056
2.69,3.057
2.7,3.068
2.711,3.081
2.721,3.092
2.731,3.103
2.759,3.135
2.76,3.136
2.761,3.138
2.771,3.149
2.785,3.165
2.796,3.177
2.8,3.182
2.812,3.195
2.82,3.205
2.831,3.217
2.861,3.251
2.87,3.261
2.87,3.261
2.871,3.263
2.888,3.282
2.89,3.284
2.9,3.295
2.911,3.308
2.921,3.319
2.931,3.331
2.959,3.362
2.96,3.364
2.964,3.368
2.971,3.376
2.981,3.387
2.992,3.4
3.0,3.409
3.011,3.422
3.02,3.432
3.031,3.444
3.053,3.469
3.054,3.47
3.086,3.507
3.087,3.508
3.087,3.508
3.09,3.511
3.1,3.523
3.111,3.535
3.121,3.547
3.13,3.557
3.15,3.58
3.158,3.589
3.181,3.615
3.181,3.615
3.182,3.616
3.194,3.63
3.2,3.636
3.211,3.649
3.222,3.661
3.231,3.672
3.252,3.695
3.253,3.697
3.286,3.734
3.302,3.752
3.305,3.756
3.306,3.757
3.307,3.758
3.317,3.769
3.324,3.777
3.331,3.785
3.341,3.797
3.35,3.807
3.367,3.826
3.379,3.84
3.397,3.86
3.398,3.861
3.4,3.864
3.411,3.876
3.421,3.888
3.43,3.898
3.461,3.933
3.461,3.933
3.462,3.934
3.471,3.944
3.481,3.956
3.492,3.968
3.5,3.977
3.511,3.99
3.521,4.001
3.531,4.012
3.552,4.036
3.553,4.037
3.591,4.081
3.591,4.081
3.592,4.082
3.593,4.083
3.6,4.091
3.611,4.103
3.621,4.115
3.631,4.126
3.65,4.148
3.66,4.159
3.661,4.16
3.686,4.189
3.687,4.19
3.691,4.194
3.7,4.205
3.711,4.217
3.721,4.228
3.731,4.24
3.761,4.274
3.762,4.275
3.762,4.275
3.771,4.285
3.785,4.301
3.792,4.309
3.8,4.318
3.811,4.331
3.821,4.342
3.83,4.352
3.859,4.385
3.868,4.395
3.869,4.397
3.871,4.399
3.885,4.415
3.895,4.426
3.901,4.433
3.911,4.444
3.921,4.456
3.93,4.466
3.95,4.489
3.951,4.49
3.982,4.525
3.983,4.526
