Instante,Posicao
0.0,0.0
0.01,0.0
0.023,0.0
0.03,0.0
0.04,0.001
0.05,0.001
0.06,0.001
0.07,0.001
0.08,0.001
0.09,0.001
0.1,0.001
0.11,0.001
0.122,0.002
0.129,0.002
0.14,0.002
0.149,0.002
0.159,0.002
0.183,0.003
0.184,0.003
0.203,0.003
0.206,0.003
0.209,0.003
0.22,0.003
0.23,0.004
0.243,0.004
0.249,0.004
0.26,0.004
0.27,0.004
0.28,0.004
0.303,0.005
0.304,0.005
0.319,0.005
0.321,0.005
0.33,0.005
0.34,0.005
0.349,0.006
0.36,0.006
0.378,0.006
0.404,0.007
0.405,0.007
0.405,0.007
0.409,0.007
0.419,0.007
0.43,0.007
0.443,0.008
0.449,0.008
0.46,0.008
0.477,0.008
0.48,0.008
0.489,0.008
0.499,0.008
0.523,0.009
0.529,0.009
0.53,0.009
0.541,0.009
0.549,0.009
0.56,0.01
0.57,0.01
0.58,0.01
0.6,0.01
0.6,0.01
0.618,0.011
0.621,0.011
0.63,0.011
0.643,0.011
0.649,0.011
0.66,0.011
0.677,0.012
0.68,0.012
0.694,0.012
0.699,0.012
0.717,0.012
0.721,0.012
0.739,0.013
0.74,0.013
0.749,0.013
0.76,0.013
0.77,0.013
0.78,0.013
0.803,0.014
0.804,0.014
0.809,0.014
0.82,0.014
0.83,0.014
0.84,0.014
0.849,0.014
0.86,0.015
0.87,0.015
0.88,0.015
0.908,0.016
0.909,0.016
0.91,0.016
0.92,0.016
0.93,0.016
0.94,0.016
0.949,0.016
0.96,0.017
0.97,0.017
0.98,0.017
1.002,0.017
1.003,0.017
1.02,0.018
1.021,0.018
1.029,0.018
1.04,0.018
1.05,0.018
1.07,0.019
1.071,0.019
1.079,0.019
1.099,0.019
1.1,0.019
1.123,0.02
1.124,0.02
1.13,0.02
1.14,0.02
1.149,0.02
1.16,0.02
1.169,0.02
1.179,0.021
1.209,0.022
1.21,0.022
1.211,0.022
1.227,0.022
1.229,0.022
1.24,0.022
1.249,0.022
1.26,0.023
1.27,0.023
1.279,0.023
1.307,0.024
1.307,0.024
1.315,0.024
1.325,0.024
1.329,0.024
1.344,0.024
1.349,0.024
1.36,0.024
1.37,0.025
1.38,0.025
1.403,0.025
1.403,0.025
1.409,0.025
1.422,0.026
1.429,0.026
1.44,0.026
1.449,0.026
1.46,0.026
1.47,0.026
1.48,0.026
1.496,0.027
1.504,0.027
1.521,0.027
1.521,0.027
1.538,0.028
1.539,0.028
1.549,0.028
1.56,0.028
1.57,0.028
1.58,0.028
1.596,0.028
1.612,0.029
1.612,0.029
1.621,0.029
1.629,0.029
1.64,0.029
1.649,0.029
1.66,0.029
1.669,0.029
1.679,0.03
1.695,0.03
1.702,0.03
