Instante,Posicao
0.0,0.0
0.01,0.0
0.027,0.0
0.031,0.0
0.043,0.0
0.05,0.0
0.06,0.0
0.078,0.001
0.082,0.001
0.095,0.001
0.1,0.001
0.11,0.001
0.135,0.001
0.136,0.001
0.142,0.001
0.15,0.001
0.16,0.001
0.173,0.001
0.188,0.001
0.193,0.002
0.201,0.002
0.213,0.002
0.234,0.002
0.234,0.002
0.246,0.002
0.25,0.002
0.26,0.002
0.277,0.002
0.28,0.002
0.29,0.002
0.3,0.002
0.31,0.002
0.332,0.003
0.336,0.003
0.351,0.003
0.352,0.003
0.361,0.003
0.37,0.003
0.38,0.003
0.401,0.003
0.402,0.003
0.41,0.003
0.42,0.003
0.437,0.003
0.44,0.004
0.45,0.004
0.46,0.004
0.471,0.004
0.481,0.004
0.495,0.004
0.5,0.004
0.51,0.004
0.521,0.004
0.537,0.004
0.565,0.005
0.565,0.005
0.566,0.005
0.572,0.005
0.58,0.005
0.594,0.005
0.6,0.005
0.61,0.005
0.62,0.005
0.632,0.005
0.641,0.005
0.65,0.005
0.66,0.005
0.67,0.005
0.68,0.005
0.695,0.005
0.7,0.005
0.71,0.005
0.737,0.006
0.738,0.006
0.744,0.006
0.75,0.006
0.76,0.006
0.771,0.006
0.78,0.006
0.79,0.006
0.8,0.006
0.811,0.006
0.82,0.006
0.837,0.007
0.841,0.007
0.85,0.007
0.863,0.007
0.87,0.007
0.881,0.007
0.89,0.007
0.9,0.007
0.91,0.007
0.92,0.007
0.937,0.007
0.941,0.007
0.95,0.007
0.962,0.007
0.971,0.007
0.981,0.007
0.995,0.008
1.0,0.008
1.01,0.008
1.021,0.008
1.037,0.008
1.041,0.008
1.05,0.008
1.062,0.008
1.071,0.008
1.081,0.008
1.095,0.008
1.1,0.008
1.11,0.008
1.121,0.008
1.135,0.008
1.143,0.009
1.15,0.009
1.161,0.009
1.178,0.009
1.195,0.009
1.195,0.009
1.203,0.009
1.21,0.009
1.221,0.009
1.23,0.009
1.248,0.009
1.254,0.009
1.26,0.009
1.277,0.01
1.282,0.01
1.295,0.01
1.3,0.01
1.31,0.01
1.321,0.01
1.337,0.01
1.351,0.01
1.351,0.01
1.36,0.01
1.37,0.01
1.38,0.01
1.406,0.011
1.406,0.011
1.416,0.011
1.42,0.011
1.43,0.011
1.443,0.011
1.453,0.011
1.46,0.011
1.476,0.011
1.48,0.011
1.494,0.011
1.5,0.011
1.51,0.011
1.528,0.011
1.53,0.011
1.552,0.012
1.552,0.012
1.569,0.012
1.57,0.012
1.58,0.012
1.591,0.012
1.6,0.012
1.61,0.012
1.637,0.013
1.638,0.013
1.642,0.013
1.65,0.013
1.66,0.013
1.677,0.013
1.68,0.013
1.693,0.013
1.7,0.013
