Instante,Posicao
0.0,0.0
0.009,0.0
0.02,0.0
0.037,0.0
0.044,0.001
0.05,0.001
0.059,0.001
0.07,0.001
0.081,0.001
0.089,0.001
0.101,0.001
0.109,0.001
0.12,0.001
0.143,0.002
0.144,0.002
0.151,0.002
0.16,0.002
0.17,0.002
0.186,0.002
0.19,0.002
0.2,0.002
0.209,0.003
0.22,0.003
0.243,0.003
0.244,0.003
0.249,0.003
0.259,0.003
0.27,0.003
0.285,0.004
0.29,0.004
0.312,0.004
0.313,0.004
0.32,0.004
0.346,0.005
0.346,0.005
0.35,0.005
0.359,0.005
0.37,0.005
0.382,0.005
0.389,0.005
0.4,0.005
0.409,0.006
0.42,0.006
0.442,0.006
0.443,0.006
0.45,0.006
0.489,0.008
0.49,0.008
0.491,0.008
0.491,0.008
0.511,0.008
0.511,0.008
0.519,0.008
0.53,0.008
0.539,0.008
0.55,0.009
0.559,0.009
0.58,0.009
0.58,0.009
0.589,0.009
0.6,0.009
0.609,0.009
0.62,0.009
0.644,0.01
0.644,0.01
0.649,0.01
0.659,0.01
0.684,0.011
0.684,0.011
0.69,0.011
0.7,0.011
0.709,0.011
0.72,0.011
0.735,0.011
0.741,0.011
0.751,0.012
0.759,0.012
0.772,0.012
0.784,0.012
0.79,0.012
0.8,0.012
0.809,0.012
0.82,0.012
0.841,0.013
0.842,0.013
0.85,0.013
0.859,0.013
0.87,0.013
0.885,0.013
0.889,0.013
0.901,0.013
0.909,0.013
0.92,0.014
0.936,0.014
0.94,0.014
0.962,0.014
0.962,0.014
0.969,0.014
0.986,0.015
0.989,0.015
1.0,0.015
1.009,0.015
1.02,0.015
1.043,0.015
1.043,0.015
1.051,0.016
1.059,0.016
1.07,0.016
1.081,0.016
1.089,0.016
1.1,0.016
1.109,0.016
1.12,0.016
1.136,0.017
1.139,0.017
1.165,0.017
1.166,0.017
1.171,0.017
1.186,0.017
1.189,0.017
1.2,0.018
1.209,0.018
1.22,0.018
1.232,0.018
1.24,0.018
1.262,0.018
1.264,0.018
1.269,0.019
1.283,0.019
1.289,0.019
1.303,0.019
1.31,0.019
1.321,0.019
1.336,0.019
1.339,0.019
1.35,0.019
1.359,0.02
1.377,0.02
1.379,0.02
1.39,0.02
1.405,0.02
1.411,0.02
1.423,0.02
1.437,0.021
1.439,0.021
1.476,0.022
1.478,0.022
1.479,0.022
1.479,0.022
1.495,0.022
1.52,0.023
