Instante,Posicao
0.0,0.0
0.007,0.008
0.02,0.024
0.034,0.041
0.037,0.045
0.047,0.057
0.057,0.069
0.075,0.091
0.078,0.094
0.087,0.105
0.098,0.119
0.107,0.129
0.117,0.141
0.165,0.2
0.166,0.201
0.166,0.201
0.167,0.202
0.167,0.202
0.183,0.221
0.207,0.25
0.208,0.252
0.209,0.253
0.219,0.265
0.238,0.288
0.239,0.289
0.255,0.308
0.258,0.312
0.267,0.323
0.28,0.339
0.287,0.347
0.298,0.36
0.307,0.371
0.317,0.383
0.338,0.409
0.339,0.41
0.355,0.429
0.36,0.435
0.369,0.446
0.384,0.464
0.387,0.468
0.399,0.482
0.407,0.492
0.417,0.504
0.446,0.539
0.447,0.541
0.448,0.542
0.457,0.553
0.468,0.566
0.478,0.578
0.487,0.589
0.497,0.601
0.507,0.613
0.517,0.625
0.54,0.653
0.541,0.654
0.557,0.674
0.561,0.678
0.573,0.693
0.579,0.7
0.587,0.71
0.597,0.722
0.607,0.734
0.617,0.746
0.643,0.778
0.643,0.778
0.647,0.782
0.657,0.794
0.668,0.808
0.683,0.826
0.687,0.831
0.697,0.843
0.707,0.855
0.718,0.868
0.745,0.901
0.747,0.903
0.747,0.903
0.757,0.915
0.768,0.929
0.783,0.947
0.787,0.952
0.798,0.965
0.807,0.976
0.818,0.989
0.841,1.017
0.842,1.018
0.849,1.027
0.857,1.036
0.868,1.05
0.882,1.067
0.887,1.073
0.898,1.086
0.907,1.097
0.917,1.109
0.945,1.143
0.945,1.143
0.951,1.15
0.957,1.157
0.968,1.17
0.987,1.193
0.988,1.195
0.998,1.207
1.007,1.218
1.022,1.236
1.03,1.245
1.037,1.254
1.06,1.282
1.061,1.283
1.067,1.29
1.083,1.31
1.087,1.314
1.098,1.328
1.107,1.339
1.117,1.351
1.164,1.407
1.165,1.409
1.166,1.41
1.166,1.41
1.167,1.411
1.178,1.424
1.2,1.451
1.201,1.452
1.215,1.469
1.219,1.474
1.227,1.484
1.237,1.496
1.264,1.528
1.265,1.53
1.269,1.534
1.293,1.563
1.293,1.563
1.3,1.572
1.307,1.58
1.317,1.593
1.344,1.625
1.344,1.625
1.348,1.63
1.357,1.641
1.367,1.653
1.378,1.666
1.387,1.677
1.398,1.69
1.407,1.701
1.417,1.713
1.438,1.739
1.438,1.739
1.453,1.757
1.457,1.762
1.468,1.775
1.483,1.793
1.487,1.798
1.498,1.811
1.507,1.822
1.517,1.834
1.538,1.86
1.539,1.861
1.561,1.888
1.561,1.888
1.567,1.895
1.579,1.909
1.587,1.919
1.599,1.933
1.607,1.943
1.618,1.956
1.648,1.993
1.648,1.993
1.649,1.994
1.658,2.005
1.667,2.016
1.681,2.033
1.687,2.04
1.698,2.053
1.707,2.064
1.717,2.076
1.744,2.109
1.747,2.112
1.747,2.112
1.757,2.125
1.767,2.137
1.782,2.155
1.787,2.161
1.797,2.173
1.807,2.185
1.817,2.197
1.848,2.235
1.849,2.236
1.849,2.236
1.858,2.247
1.867,2.258
1.878,2.271
1.887,2.282
1.897,2.294
1.907,2.306
1.917,2.318
1.949,2.357
1.949,2.357
1.95,2.358
1.958,2.368
1.967,2.378
1.981,2.395
1.987,2.403
2.0,2.418
2.008,2.428
2.021,2.444
2.033,2.458
2.037,2.463
2.047,2.475
2.057,2.487
2.07,2.503
2.08,2.515
2.089,2.526
2.106,2.547
2.107,2.548
2.119,2.562
2.134,2.58
2.155,2.606
2.156,2.607
2.157,2.608
2.177,2.632
2.178,2.634
2.195,2.654
2.2,2.66
2.211,2.674
2.217,2.681
2.232,2.699
2.237,2.705
2.248,2.718
2.257,2.729
2.281,2.758
2.283,2.761
2.29,2.769
2.297,2.778
2.307,2.79
2.317,2.802
2.336,2.825
2.337,2.826
2.356,2.849
2.357,2.85
2.369,2.865
2.387,2.886
2.387,2.886
2.4,2.902
2.407,2.911
2.417,2.923
2.447,2.959
2.447,2.959
2.448,2.96
2.457,2.971
2.468,2.984
2.48,2.999
2.487,3.007
2.497,3.019
2.507,3.031
2.517,3.044
2.538,3.069
2.539,3.07
2.552,3.086
2.566,3.103
2.567,3.104
2.583,3.123
2.587,3.128
2.597,3.14
2.607,3.152
2.617,3.164
2.649,3.203
2.65,3.204
2.65,3.204
2.657,3.213
2.667,3.225
2.678,3.238
2.687,3.249
2.697,3.261
2.707,3.273
2.717,3.285
2.751,3.326
2.752,3.328
2.752,3.328
2.759,3.336
2.767,3.346
2.781,3.363
2.787,3.37
2.798,3.383
2.807,3.394
2.817,3.406
2.838,3.432
2.839,3.433
2.864,3.463
2.864,3.463
2.869,3.469
2.882,3.485
2.887,3.491
2.898,3.504
2.907,3.515
2.918,3.528
2.929,3.542
2.943,3.559
2.971,3.593
2.971,3.593
2.972,3.594
2.999,3.626
3.0,3.628
3.002,3.63
3.015,3.646
3.024,3.657
3.03,3.664
3.037,3.672
3.063,3.704
3.064,3.705
3.067,3.709
3.082,3.727
3.087,3.733
3.098,3.746
3.107,3.757
3.117,3.769
3.132,3.787
3.156,3.816
3.157,3.817
3.158,3.819
3.167,3.83
3.199,3.868
3.201,3.871
3.201,3.871
3.221,3.895
3.223,3.897
3.229,3.904
3.237,3.914
3.247,3.926
3.257,3.938
3.277,3.963
3.277,3.963
3.287,3.975
3.298,3.988
