Instante,Posicao
0.0,0.0
0.011,0.013
0.021,0.026
0.038,0.047
0.041,0.05
0.05,0.061
0.061,0.075
0.073,0.089
0.081,0.099
0.1,0.122
0.101,0.124
0.113,0.138
0.16,0.196
0.166,0.203
0.168,0.206
0.17,0.208
0.181,0.222
0.182,0.223
0.183,0.224
0.191,0.234
0.201,0.246
0.211,0.258
0.223,0.273
0.231,0.283
0.242,0.296
0.251,0.307
0.268,0.328
0.287,0.351
0.288,0.353
0.29,0.355
0.3,0.367
0.311,0.381
0.323,0.395
0.33,0.404
0.347,0.425
0.351,0.43
0.372,0.455
0.373,0.457
0.381,0.466
0.393,0.481
0.4,0.49
0.411,0.503
0.424,0.519
0.431,0.528
0.446,0.546
0.45,0.551
0.47,0.575
0.471,0.576
0.491,0.601
0.492,0.602
0.5,0.612
0.511,0.625
0.523,0.64
0.53,0.649
0.557,0.682
0.558,0.683
0.561,0.687
0.571,0.699
0.585,0.716
0.596,0.729
0.602,0.737
0.616,0.754
0.621,0.76
0.632,0.774
0.657,0.804
0.658,0.805
0.66,0.808
0.68,0.832
0.681,0.834
0.698,0.854
0.7,0.857
0.715,0.875
0.721,0.882
0.731,0.895
0.76,0.93
0.761,0.931
0.762,0.933
0.775,0.949
0.78,0.955
0.795,0.973
0.8,0.979
0.811,0.993
0.823,1.007
0.83,1.016
0.845,1.034
0.85,1.04
0.882,1.08
0.883,1.081
0.884,1.082
0.891,1.091
0.9,1.102
0.911,1.115
0.923,1.13
0.93,1.138
0.94,1.151
0.95,1.163
0.968,1.185
1.002,1.226
1.003,1.228
1.003,1.228
1.004,1.229
1.018,1.246
1.022,1.251
1.037,1.269
1.04,1.273
1.05,1.285
1.07,1.31
1.071,1.311
1.082,1.324
1.097,1.343
1.102,1.349
1.114,1.364
1.129,1.382
1.13,1.383
1.161,1.421
1.162,1.422
1.163,1.424
1.179,1.443
1.181,1.446
1.192,1.459
1.2,1.469
1.211,1.482
1.224,1.498
1.23,1.506
1.241,1.519
1.251,1.531
1.285,1.573
1.287,1.575
1.287,1.575
1.305,1.597
1.306,1.599
1.31,1.603
1.328,1.625
1.33,1.628
1.345,1.646
1.355,1.659
1.36,1.665
1.394,1.706
1.395,1.707
1.395,1.707
1.4,1.714
1.411,1.727
1.429,1.749
1.43,1.75
1.441,1.764
1.45,1.775
1.481,1.813
1.482,1.814
1.482,1.814
1.491,1.825
1.5,1.836
1.51,1.848
1.527,1.869
1.53,1.873
1.541,1.886
1.55,1.897
1.577,1.93
1.577,1.93
1.58,1.934
1.6,1.958
1.601,1.96
1.615,1.977
1.629,1.994
1.63,1.995
1.664,2.037
1.665,2.038
1.665,2.038
1.671,2.045
1.685,2.062
1.7,2.081
1.701,2.082
1.713,2.097
1.731,2.119
1.731,2.119
1.746,2.137
1.75,2.142
1.772,2.169
1.78,2.179
1.78,2.179
1.802,2.206
1.803,2.207
1.815,2.222
1.823,2.231
1.83,2.24
1.859,2.275
1.86,2.277
1.861,2.278
1.879,2.3
1.88,2.301
1.891,2.315
1.9,2.326
1.911,2.339
1.928,2.36
1.931,2.364
1.943,2.378
1.95,2.387
1.979,2.422
1.98,2.424
1.981,2.425
1.993,2.439
2.0,2.448
2.011,2.461
2.02,2.472
2.031,2.486
2.059,2.52
2.06,2.521
2.06,2.521
2.086,2.553
2.087,2.554
2.093,2.562
2.1,2.57
2.112,2.585
2.128,2.605
2.13,2.607
2.145,2.625
2.15,2.632
2.179,2.667
2.18,2.668
2.18,2.668
2.196,2.688
2.2,2.693
2.211,2.706
2.223,2.721
2.23,2.729
2.24,2.742
2.25,2.754
2.266,2.774
2.276,2.786
2.294,2.808
2.295,2.809
2.3,2.815
2.31,2.827
2.321,2.841
2.33,2.852
2.362,2.891
2.37,2.901
2.371,2.902
2.371,2.902
2.387,2.922
2.39,2.925
2.4,2.938
2.411,2.951
2.425,2.968
2.43,2.974
2.441,2.988
2.45,2.999
2.477,3.032
2.481,3.037
2.481,3.037
2.492,3.05
2.5,3.06
2.511,3.073
2.526,3.092
2.53,3.097
2.54,3.109
2.55,3.121
2.569,3.144
2.596,3.177
2.597,3.179
2.598,3.18
2.6,3.182
2.611,3.196
2.62,3.207
2.63,3.219
2.65,3.244
2.651,3.245
2.661,3.257
2.679,3.279
2.68,3.28
2.691,3.294
2.7,3.305
2.711,3.318
2.723,3.333
2.73,3.341
2.74,3.354
2.75,3.366
2.784,3.408
2.784,3.408
2.785,3.409
2.808,3.437
2.809,3.438
2.81,3.439
2.823,3.455
2.83,3.464
2.841,3.477
2.85,3.488
2.881,3.526
2.882,3.528
2.883,3.529
2.894,3.542
2.9,3.55
2.911,3.563
2.923,3.578
2.93,3.586
2.94,3.599
2.95,3.611
2.977,3.644
2.978,3.645
2.98,3.647
2.991,3.661
3.0,3.672
3.011,3.685
3.023,3.7
3.031,3.71
3.041,3.722
3.05,3.733
3.087,3.778
3.088,3.78
3.088,3.78
3.092,3.785
3.1,3.794
3.111,3.808
3.121,3.82
3.13,3.831
3.151,3.857
3.152,3.858
3.161,3.869
3.178,3.89
3.18,3.892
3.191,3.906
3.2,3.917
3.211,3.93
3.22,3.941
3.231,3.955
3.26,3.99
3.261,3.991
3.261,3.991
3.282,4.017
3.282,4.017
3.292,4.029
3.3,4.039
3.311,4.053
3.323,4.067
3.33,4.076
3.348,4.098
3.351,4.102
3.372,4.127
3.373,4.129
3.388,4.147
3.405,4.168
3.406,4.169
3.41,4.174
3.423,4.19
3.43,4.198
3.44,4.211
3.45,4.223
3.471,4.248
3.471,4.248
3.48,4.259
3.507,4.293
3.508,4.294
3.51,4.296
3.523,4.312
3.53,4.321
3.543,4.337
3.55,4.345
3.58,4.382
3.581,4.383
3.582,4.384
3.596,4.401
3.6,4.406
3.611,4.42
3.627,4.439
3.63,4.443
3.64,4.455
3.65,4.468
3.679,4.503
3.68,4.504
3.681,4.506
3.698,4.526
3.7,4.529
3.711,4.542
3.726,4.561
3.73,4.565
3.74,4.578
3.75,4.59
3.779,4.625
3.78,4.627
3.78,4.627
3.791,4.64
3.8,4.651
3.811,4.665
3.827,4.684
3.83,4.688
3.844,4.705
3.85,4.712
3.868,4.734
3.872,4.739
3.895,4.767
3.896,4.769
3.9,4.774
3.911,4.787
3.923,4.802
3.93,4.81
3.94,4.823
3.95,4.835
3.967,4.856
3.979,4.87
