Instante,Posicao
0.0,0.0
0.0,0.0
0.008,0.011
0.018,0.026
0.029,0.041
0.038,0.054
0.048,0.069
0.058,0.083
0.068,0.097
0.089,0.127
0.09,0.129
0.113,0.161
0.114,0.163
0.118,0.169
0.129,0.184
0.138,0.197
0.149,0.213
0.159,0.227
0.169,0.241
0.198,0.283
0.199,0.284
0.2,0.286
0.215,0.307
0.218,0.311
0.229,0.327
0.239,0.341
0.252,0.36
0.259,0.37
0.269,0.384
0.289,0.413
0.289,0.413
0.313,0.447
0.314,0.449
0.319,0.456
0.332,0.474
0.338,0.483
0.349,0.499
0.359,0.513
0.369,0.527
0.39,0.557
0.391,0.559
0.414,0.591
0.415,0.593
0.418,0.597
0.429,0.613
0.438,0.626
0.449,0.641
0.459,0.656
0.468,0.669
0.506,0.723
0.507,0.724
0.51,0.729
0.511,0.73
0.518,0.74
0.528,0.754
0.538,0.769
0.549,0.784
0.558,0.797
0.568,0.811
0.592,0.846
0.593,0.847
0.605,0.864
0.608,0.869
0.619,0.884
0.631,0.901
0.638,0.911
0.648,0.926
0.658,0.94
0.668,0.954
0.697,0.996
0.698,0.997
0.698,0.997
0.723,1.033
0.723,1.033
0.733,1.047
0.738,1.054
0.749,1.07
0.762,1.089
0.774,1.106
0.781,1.116
0.788,1.126
0.804,1.149
0.813,1.161
0.828,1.183
0.829,1.184
0.838,1.197
0.849,1.213
0.859,1.227
0.868,1.24
0.899,1.284
0.899,1.284
0.9,1.286
0.908,1.297
0.918,1.311
0.928,1.326
0.938,1.34
0.948,1.354
0.962,1.374
0.968,1.383
0.979,1.399
0.988,1.411
1.016,1.451
1.016,1.451
1.018,1.454
1.03,1.471
1.038,1.483
1.05,1.5
1.058,1.511
1.068,1.526
1.089,1.556
1.09,1.557
1.111,1.587
1.111,1.587
1.118,1.597
1.128,1.611
1.138,1.626
1.148,1.64
1.159,1.656
1.168,1.669
1.19,1.7
1.191,1.701
1.214,1.734
1.215,1.736
1.218,1.74
1.229,1.756
1.239,1.77
1.249,1.784
1.258,1.797
1.268,1.811
1.29,1.843
1.291,1.844
1.314,1.877
1.315,1.879
1.318,1.883
1.328,1.897
1.338,1.911
1.349,1.927
1.359,1.941
1.368,1.954
1.397,1.996
1.399,1.999
1.399,1.999
1.415,2.021
1.418,2.026
1.428,2.04
1.438,2.054
1.448,2.069
1.461,2.087
1.468,2.097
1.478,2.111
1.488,2.126
