Instante,Posicao
0.0,0.0
0.01,0.0
0.032,0.0
0.033,0.0
0.05,0.0
0.051,0.0
0.061,0.0
0.072,0.0
0.08,0.0
0.091,0.0
0.1,0.0
0.11,0.001
0.132,0.001
0.132,0.001
0.149,0.001
0.151,0.001
0.16,0.001
0.176,0.001
0.18,0.001
0.19,0.001
0.2,0.001
0.21,0.001
0.233,0.001
0.234,0.001
0.241,0.001
0.25,0.001
0.26,0.001
0.276,0.001
0.28,0.001
0.29,0.001
0.3,0.001
0.31,0.001
0.342,0.002
0.343,0.002
0.343,0.002
0.35,0.002
0.36,0.002
0.372,0.002
0.38,0.002
0.39,0.002
0.4,0.002
0.41,0.002
0.431,0.002
0.431,0.002
0.461,0.003
0.462,0.003
0.462,0.003
0.471,0.003
0.48,0.003
0.491,0.003
0.5,0.003
0.51,0.003
0.535,0.003
0.536,0.003
0.541,0.003
0.55,0.003
0.56,0.003
0.572,0.003
0.58,0.003
0.59,0.003
0.6,0.003
0.61,0.003
0.643,0.004
0.644,0.004
0.651,0.004
0.652,0.004
0.661,0.004
0.672,0.004
0.68,0.004
0.694,0.004
0.7,0.004
0.71,0.004
0.736,0.004
0.737,0.004
0.74,0.004
0.75,0.004
0.761,0.004
0.772,0.004
0.78,0.004
0.79,0.004
0.8,0.004
0.81,0.004
0.841,0.005
0.842,0.005
0.842,0.005
0.851,0.005
0.862,0.005
0.872,0.005
0.88,0.005
0.89,0.005
0.901,0.005
0.91,0.005
0.93,0.005
0.948,0.005
0.95,0.005
0.964,0.005
0.977,0.005
0.98,0.005
0.991,0.005
1.0,0.005
1.01,0.005
1.029,0.006
1.037,0.006
1.049,0.006
1.05,0.006
1.061,0.006
1.076,0.006
1.08,0.006
1.09,0.006
1.1,0.006
1.11,0.006
1.129,0.006
1.142,0.006
1.142,0.006
1.151,0.006
1.161,0.006
1.177,0.006
1.18,0.006
1.19,0.006
1.2,0.006
1.21,0.006
1.239,0.007
1.24,0.007
1.241,0.007
1.25,0.007
1.26,0.007
1.276,0.007
1.28,0.007
1.29,0.007
1.3,0.007
1.31,0.007
1.321,0.007
1.337,0.007
1.341,0.007
1.352,0.007
1.36,0.007
1.372,0.007
1.38,0.007
1.391,0.007
1.4,0.007
1.41,0.007
1.421,0.007
1.444,0.007
1.449,0.007
1.465,0.008
1.466,0.008
1.471,0.008
1.48,0.008
1.49,0.008
1.502,0.008
1.51,0.008
1.527,0.008
1.53,0.008
1.55,0.008
1.55,0.008
1.56,0.008
1.572,0.008
1.58,0.008
1.59,0.008
1.6,0.008
1.61,0.008
1.632,0.008
1.633,0.008
1.65,0.008
1.651,0.008
1.66,0.008
1.673,0.009
1.68,0.009
1.691,0.009
1.7,0.009
1.71,0.009
